Index,Alt,Lat,Lng,Yaw(deg),Roll(deg),Pitch(deg)
0,87.0999984741,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
1,85.42356997131914,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
2,87.0999984741,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
3,87.0999984741,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
4,85.42356997131914,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
5,85.42356997131914,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
6,85.42356997131914,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
7,85.42356997131914,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
8,85.42356997131914,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
9,87.0999984741,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
10,85.42356997131914,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
11,85.42356997131914,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
12,85.42356997131914,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
13,85.42356997131914,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
14,87.0999984741,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
15,87.0999984741,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
16,85.42356997131914,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
17,85.42356997131914,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
18,87.0999984741,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
19,87.0999984741,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
20,85.42356997131914,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
21,85.42356997131914,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
22,87.0999984741,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
23,87.0999984741,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
24,85.42356997131914,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
25,87.0999984741,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
26,85.42356997131914,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
27,87.0999984741,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
28,85.42356997131914,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
29,87.1299972534,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
30,87.18000030520002,69.77583890000001,19.5489289,9739.709559428864,0.0,0.0
31,85.42356997131914,69.77583890000001,19.5489289,9740.282517223997,-1.7188733853924696,-1.7188733853924696
32,87.3300018311,69.77583890000001,19.5489289,9740.282517223997,-13.178029288008936,-12.032113697747288
33,85.42356997131914,69.77583890000001,19.5489289,9740.855475019123,-28.074931961410343,-23.49126960036375
34,85.42356997131914,69.77583890000001,19.5489289,9741.428432814257,-38.961130068895976,-30.366763141933628
35,87.8499984741,69.77583890000001,19.548929100000002,9742.001390609388,-40.10704565915762,-30.939720937064454
36,85.42356997131914,69.77583890000001,19.5489292,9742.574348404518,-33.80450991271857,-26.92901637114869
37,88.2200012207,69.77583890000001,19.5489292,9743.14730619965,-22.345354010102106,-19.480565034447988
38,88.4000015259,69.77583890000001,19.5489294,9743.14730619965,-11.459155902616464,-10.313240312354818
39,85.42356997131914,69.77583890000001,19.5489295,9743.72026399478,-3.4377467707849387,-2.291831180523293
40,88.79000091549999,69.77583890000001,19.5489297,9743.72026399478,0.0,1.1459155902616465
41,85.42356997131914,69.77583879999999,19.5489298,9744.293221789909,0.0,1.7188733853924696
42,85.42356997131914,69.77583879999999,19.5489298,9743.72026399478,0.0,0.5729577951308232
43,89.38999938959999,69.77583879999999,19.54893,9743.72026399478,0.0,-0.5729577951308232
44,89.5999984741,69.77583879999999,19.5489301,9743.72026399478,1.1459155902616465,-1.7188733853924696
45,85.42356997131914,69.77583879999999,19.5489301,9743.72026399478,4.010704565915764,-0.5729577951308232
46,85.42356997131914,69.7758387,19.548930300000002,9743.72026399478,8.594366926962348,2.291831180523293
47,85.42356997131914,69.7758387,19.548930399999996,9743.14730619965,11.459155902616464,6.8754935415698775
48,85.42356997131914,69.7758387,19.5489305,9743.14730619965,12.032113697747288,9.740282517223996
49,90.63999938959999,69.7758387,19.5489305,9742.574348404518,11.459155902616464,10.886198107485642
50,90.8499984741,69.7758387,19.5489305,9742.574348404518,9.740282517223996,9.167324722093172
51,85.42356997131914,69.7758387,19.5489305,9742.574348404518,7.4484513367007015,5.729577951308232
52,91.2799987793,69.7758387,19.5489305,9742.574348404518,5.729577951308232,1.7188733853924696
53,91.5,69.7758387,19.5489305,9743.14730619965,4.583662361046586,-0.5729577951308232
54,91.70999908450001,69.7758387,19.5489305,9743.14730619965,5.156620156177409,-0.5729577951308232
55,85.42356997131914,69.7758386,19.5489305,9743.14730619965,5.156620156177409,0.0
56,92.1500015259,69.7758386,19.5489305,9743.72026399478,4.010704565915764,0.0
57,92.3700027466,69.7758386,19.5489305,9743.72026399478,1.7188733853924696,-1.1459155902616465
58,92.5899963379,69.7758386,19.5489305,9743.72026399478,1.7188733853924696,-2.8647889756541165
59,92.8099975586,69.7758386,19.5489305,9743.72026399478,2.8647889756541165,-4.583662361046586
60,93.0299987793,69.7758386,19.5489305,9743.72026399478,2.8647889756541165,-6.8754935415698775
61,85.42356997131914,69.7758386,19.5489305,9743.72026399478,1.7188733853924696,-8.021409131831525
62,93.4800033569,69.7758386,19.5489305,9743.72026399478,0.5729577951308232,-6.302535746439055
63,85.42356997131914,69.7758386,19.5489305,9743.14730619965,-0.5729577951308232,-3.4377467707849387
64,93.93000030520001,69.7758386,19.5489305,9743.14730619965,-1.7188733853924696,-1.1459155902616465
65,94.1600036621,69.7758386,19.5489305,9742.574348404518,-1.7188733853924696,0.0
66,85.42356997131914,69.7758386,19.5489305,9742.574348404518,-0.5729577951308232,1.1459155902616465
67,85.42356997131914,69.7758386,19.5489305,9742.574348404518,1.7188733853924696,0.0
68,85.42356997131914,69.7758386,19.5489305,9742.574348404518,4.010704565915764,-1.7188733853924696
69,85.42356997131914,69.7758386,19.5489305,9742.574348404518,4.010704565915764,-2.8647889756541165
70,95.29000091549999,69.7758386,19.5489305,9742.001390609388,1.7188733853924696,-2.8647889756541165
71,95.5199966431,69.7758386,19.5489305,9742.001390609388,0.0,-2.8647889756541165
72,95.75,69.7758386,19.5489305,9742.001390609388,0.0,-3.4377467707849387
73,95.9800033569,69.7758386,19.5489305,9742.574348404518,0.0,-4.010704565915764
74,96.20999908450001,69.7758386,19.5489305,9742.574348404518,0.0,-4.583662361046586
75,96.4400024414,69.7758386,19.5489305,9742.574348404518,-0.5729577951308232,-4.583662361046586
76,96.68000030520001,69.7758386,19.5489305,9742.574348404518,-1.7188733853924696,-4.010704565915764
77,85.42356997131914,69.77583840000001,19.5489305,9742.574348404518,-3.4377467707849387,-2.291831180523293
78,97.13999938959999,69.77583840000001,19.5489305,9742.574348404518,-4.583662361046586,-1.1459155902616465
79,97.3700027466,69.77583840000001,19.5489305,9742.574348404518,-5.156620156177409,0.0
80,85.42356997131914,69.77583840000001,19.5489305,9742.574348404518,-5.729577951308232,-0.5729577951308232
81,85.42356997131914,69.77583840000001,19.5489305,9742.574348404518,-4.010704565915764,-2.291831180523293
82,85.42356997131914,69.77583840000001,19.5489305,9742.001390609388,-1.1459155902616465,-4.583662361046586
83,85.42356997131914,69.77583840000001,19.5489305,9742.001390609388,1.7188733853924696,-5.729577951308232
84,85.42356997131914,69.77583840000001,19.5489305,9742.001390609388,4.010704565915764,-5.156620156177409
85,98.7699966431,69.77583840000001,19.5489305,9742.001390609388,5.156620156177409,-3.4377467707849387
86,99.01000213620001,69.77583840000001,19.5489305,9742.001390609388,4.010704565915764,-2.291831180523293
87,99.23999786379999,69.77583840000001,19.5489305,9742.001390609388,1.7188733853924696,-1.7188733853924696
88,85.42356997131914,69.77583840000001,19.5489305,9742.001390609388,0.0,-2.291831180523293
89,99.70999908450001,69.77583840000001,19.5489305,9742.001390609388,-1.7188733853924696,-3.4377467707849387
90,99.9499969482,69.77583840000001,19.5489305,9741.428432814257,-2.8647889756541165,-1.1459155902616465
91,85.42356997131914,69.77583840000001,19.5489305,9741.428432814257,-4.010704565915764,2.291831180523293
92,85.42356997131914,69.77583840000001,19.5489305,9741.428432814257,-3.4377467707849387,5.729577951308232
93,85.42356997131914,69.77583840000001,19.5489305,9741.428432814257,-1.7188733853924696,6.302535746439055
94,85.42356997131914,69.77583840000001,19.5489305,9741.428432814257,-0.5729577951308232,5.156620156177409
95,85.42356997131914,69.77583840000001,19.5489305,9741.428432814257,0.0,2.8647889756541165
96,85.42356997131914,69.77583840000001,19.5489305,9741.428432814257,0.0,-1.1459155902616465
97,85.42356997131914,69.77583840000001,19.5489305,9741.428432814257,0.0,-4.583662361046586
98,101.83999633799999,69.77583840000001,19.5489305,9741.428432814257,-0.5729577951308232,-6.302535746439055
99,85.42356997131914,69.77583840000001,19.5489305,9741.428432814257,-0.5729577951308232,-5.156620156177409
100,85.42356997131914,69.77583840000001,19.5489305,9740.855475019123,-1.1459155902616465,-1.1459155902616465
101,102.55000305200001,69.77583840000001,19.5489305,9740.855475019123,0.0,3.4377467707849387
102,85.42356997131914,69.77583840000001,19.5489305,9740.855475019123,2.291831180523293,6.8754935415698775
103,103.019996643,69.77583840000001,19.5489305,9740.282517223997,4.583662361046586,6.302535746439055
104,85.42356997131914,69.77583840000001,19.5489305,9740.282517223997,5.156620156177409,3.4377467707849387
105,103.489997864,69.77583840000001,19.5489305,9740.282517223997,6.8754935415698775,0.5729577951308232
106,103.730003357,69.77583840000001,19.5489305,9740.282517223997,6.8754935415698775,-0.5729577951308232
107,103.959999084,69.77583840000001,19.5489305,9740.282517223997,4.583662361046586,0.0
108,85.42356997131914,69.77583840000001,19.5489305,9740.282517223997,1.7188733853924696,1.1459155902616465
109,104.419998169,69.77583840000001,19.5489305,9740.282517223997,-0.5729577951308232,1.7188733853924696
110,85.42356997131914,69.77583840000001,19.5489305,9740.282517223997,-2.291831180523293,1.7188733853924696
111,104.849998474,69.77583840000001,19.5489305,9740.282517223997,-3.4377467707849387,1.1459155902616465
112,85.42356997131914,69.77583840000001,19.5489305,9740.282517223997,-3.4377467707849387,1.7188733853924696
113,85.42356997131914,69.77583840000001,19.5489305,9740.282517223997,-3.4377467707849387,2.291831180523293
114,105.459999084,69.77583840000001,19.5489305,9740.282517223997,-3.4377467707849387,1.1459155902616465
115,85.42356997131914,69.77583840000001,19.5489305,9740.282517223997,-3.4377467707849387,0.0
116,105.809997559,69.77583840000001,19.5489305,9740.282517223997,-3.4377467707849387,0.0
117,105.970001221,69.77583840000001,19.5489305,9740.282517223997,-3.4377467707849387,-0.5729577951308232
